submission_id,func_code,assignment_id,func_name,description,test,correct,user
1735,"def unique_day(date, possible_birthdays):
    count = 0
    for i in possible_birthdays:
        if date == i[1]:
            count += 1
    return count
    if count == 1:
        return True
    else:
        return False
    

def unique_month(month, possible_birthdays):
    return

def contains_unique_day(month, possible_birthdays):
    return 
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,
1736,"def unique_day(date, possible_birthdays):
    count = 0
    for i in possible_birthdays:
        if date == i[1]:
            count += 1
        return count
    if count == 1:
        return True
    else:
        return False
    

def unique_month(month, possible_birthdays):
    return

def contains_unique_day(month, possible_birthdays):
    return 
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,
1737,"def unique_day(date, possible_birthdays):
    count = 0
    for i in possible_birthdays:
        if date == i[1]:
            count += 1
        return count
    if count == 1:
        return True
    else:
        return False
    

def unique_month(month, possible_birthdays):
    return

def contains_unique_day(month, possible_birthdays):
    return 
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,
1738,"def unique_day(date, possible_birthdays):
    count = 0
    for i in possible_birthdays:
        if date == i[1]:
            count += 1
    return count
    if count == 1:
        return True
    return False
    

def unique_month(month, possible_birthdays):
    return

def contains_unique_day(month, possible_birthdays):
    return 
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,
1739,"def unique_day(date, possible_birthdays):
    count = 0
    for i in possible_birthdays:
        if i[1] == date:
            count += 1
    return count
    if count == 1:
        return True
    return False
    

def unique_month(month, possible_birthdays):
    return

def contains_unique_day(month, possible_birthdays):
    return 
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,
1740,"def unique_day(date, possible_birthdays):
    count = 0
    for i in possible_birthdays:
        if i[1] == date:
            count += 1
    return count
    if count == 1:
        return True
    else:
        return False
    

def unique_month(month, possible_birthdays):
    return

def contains_unique_day(month, possible_birthdays):
    return 
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,
1741,"def unique_day(date, possible_birthdays):
    count = 0
    for i in possible_birthdays:
        if i[1] == date:
            count += 1
        return count
    if count == 1:
        return True
    else:
        return False
    

def unique_month(month, possible_birthdays):
    return

def contains_unique_day(month, possible_birthdays):
    return 
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,
1742,"def unique_day(date, possible_birthdays):
    count = 0
    for i in possible_birthdays:
        if i[1] == date:
            count += 1
    return count
    if count == 1:
        return True
    else:
        return False
    

def unique_month(month, possible_birthdays):
    return

def contains_unique_day(month, possible_birthdays):
    return 
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,
1743,"def unique_day(date, possible_birthdays):
    count = 0
    for i in possible_birthdays:
        if i[1] == date:
            count += 1
        return count
    if count == 1:
        return True
    else:
        return False
    

def unique_month(month, possible_birthdays):
    return

def contains_unique_day(month, possible_birthdays):
    return 
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,
1744,"def count_dates(date, possible_birthdays):
    count = 0
    for i in possible_birthdays:
        if i[1] == date:
            count += 1
    return count

def unique_day(date, possible_birthdays):
    if count_dates == 1:
        return True
    else:
        return False
    

def unique_month(month, possible_birthdays):
    return

def contains_unique_day(month, possible_birthdays):
    return 
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,
1745,"def count_dates(date, possible_birthdays):
    count = 0
    for i in possible_birthdays:
        if i[1] == date:
            count += 1
    return count

def unique_day(date, possible_birthdays):
    if count_dates == 0:
        return True
    else:
        return False
    

def unique_month(month, possible_birthdays):
    return

def contains_unique_day(month, possible_birthdays):
    return 
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,
1746,"def count_dates(date, possible_birthdays):
    count = 0
    for i in possible_birthdays:
        if i[1] == date:
            count += 1
    return count

def unique_day(date, possible_birthdays):
    if count_dates == 2:
        return True
    else:
        return False
    

def unique_month(month, possible_birthdays):
    return

def contains_unique_day(month, possible_birthdays):
    return 
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,
1747,"def count_dates(date, possible_birthdays):
    count = 0
    for i in possible_birthdays:
        if i[1] == date:
            count += 1
    return count

def unique_day(date, possible_birthdays):
    if count_dates(date, possible_birthdays) == 1:
        return True
    else:
        return False
    

def unique_month(month, possible_birthdays):
    return

def contains_unique_day(month, possible_birthdays):
    return 
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,
1748,"def count_dates(date, possible_birthdays):
    count = 0
    for i in possible_birthdays:
        if i[1] == date:
            count += 1
    return count
    
def unique_day(date, possible_birthdays):
    if count_dates(date, possible_birthdays) == 1:
        return True
    else:
        return False
    

def unique_month(month, possible_birthdays):
    return

def contains_unique_day(month, possible_birthdays):
    return 
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,
1749,"def count_dates(date, possible_birthdays):
    count = 0
    for i in possible_birthdays:
        if i[1] == date:
            count += 1
    return count
    
def unique_day(date, possible_birthdays):
    if count_dates(date, possible_birthdays) == 1:
        return True
    else:
        return False
    
def count_months(month, possible_birthdays):
    count = 0
    for i in possible_birthdays:
        if i[2] == month:
            count += 1
    return count
    

def unique_month(month, possible_birthdays):
    if count_months(month, possible_birthdays) == 1:
        return True
    else:
        return False

def contains_unique_day(month, possible_birthdays):
    return 
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,
1750,"def count_dates(date, possible_birthdays):
    count = 0
    for i in possible_birthdays:
        if i[1] == date:
            count += 1
    return count
    
def unique_day(date, possible_birthdays):
    if count_dates(date, possible_birthdays) == 1:
        return True
    else:
        return False
    
def count_months(month, possible_birthdays):
    count = 0
    for i in possible_birthdays:
        if i[0] == month:
            count += 1
    return count
    
def unique_month(month, possible_birthdays):
    if count_months(month, possible_birthdays) == 1:
        return True
    else:
        return False

def contains_unique_day(month, possible_birthdays):
    return 
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,
